,chr,start,end,size,mean_cov,max_cov,mean_rm,mean_zscore,max_zscore,log2_ratio
0,chr18,1,9803,9802,0.0,0.0,1.5850000000000009,-4.009999999999998,-4.01,
1,chr18,10001,10403,402,8.794,20.28,1.5170000000000001,13.063798938801048,33.99815630629604,2.535298446965614
2,chr18,13301,20303,7002,6.587333333333334,12.04,1.8403333333333334,6.918086575278519,13.911945324143176,1.8397274550561065
3,chr18,23501,23503,2,8.27,8.27,2.43,6.4729323939062136,6.4729323939062136,1.7669310155654936
4,chr18,25601,25603,2,8.76,8.76,2.62,6.3124492075585845,6.3124492075585845,1.741364058063723
5,chr18,30301,30303,2,9.91,9.91,2.875,6.5901506419884655,6.5901506419884655,1.7853231013547508
6,chr18,34201,34203,2,9.77,9.77,2.9850000000000003,6.12324451574693,6.12324451574693,1.71062763070358
7,chr18,35401,35403,2,10.36,10.36,3.06,6.425493343767351,6.425493343767351,1.7594204449939022
8,chr18,38801,38803,2,10.42,10.42,3.225,6.01042961371517,6.01042961371517,1.6919842119678916
9,chr18,40901,40903,2,10.68,10.68,3.28,6.077783967749539,6.077783967749539,1.7031439270694704
10,chr18,43801,43803,2,11.54,11.54,3.35,6.5842972857247375,6.5842972857247375,1.7844102233003476
11,chr18,50301,50303,2,17.58,17.58,3.57,10.556311298716192,10.556311298716192,2.2999390911143043
12,chr18,60401,60403,2,12.91,12.91,3.9,6.223175042790511,6.223175042790511,1.7269429715575801
13,chr18,106501,112403,5902,552.4344642857143,3989.46,4.903571428571429,299.93499396989586,2183.0155649846574,6.815826623234248
14,chr18,157801,157803,2,0.0,0.0,5.17,-4.01,-4.01,
15,chr18,500601,500703,102,0.0,0.0,5.1075,-4.01,-4.01,
16,chr18,580301,580303,2,0.0,0.0,4.97,-4.01,-4.01,
17,chr18,765101,765103,2,0.0,0.0,5.03,-4.01,-4.01,
18,chr18,812101,812503,402,0.0,0.0,5.11,-4.01,-4.01,
19,chr18,837001,837303,302,0.0,0.0,5.12,-4.01,-4.01,
20,chr18,907601,907603,2,0.0,0.0,5.17,-4.01,-4.01,
21,chr18,1542701,1542703,2,0.0,0.0,5.415,-4.01,-4.01,
22,chr18,1649801,1649803,2,0.0,0.0,5.46,-4.01,-4.01,
23,chr18,1720001,1720203,202,0.0,0.0,5.465,-4.01,-4.01,
24,chr18,1721401,1721403,2,0.0,0.0,5.475,-4.01,-4.01,
25,chr18,1752101,1752103,2,17.55,17.55,5.415,6.037246670608718,6.037246670608718,1.6964377875835959
26,chr18,1755201,1755203,2,0.0,0.0,5.44,-4.01,-4.01,
27,chr18,2033001,2033003,2,0.0,0.0,5.42,-4.01,-4.01,
28,chr18,2655501,2655903,402,0.0,0.0,5.3,-4.01,-4.01,
29,chr18,2847201,2847203,2,0.0,0.0,5.33,-4.01,-4.01,
30,chr18,2906901,2906903,2,0.0,0.0,5.12,-4.01,-4.01,
31,chr18,3012701,3013203,502,0.0,0.0,5.090833333333333,-4.009999999999999,-4.01,
32,chr18,3449501,3449503,2,0.0,0.0,5.035,-4.01,-4.01,
33,chr18,3450901,3450903,2,0.0,0.0,5.045,-4.01,-4.01,
34,chr18,3551701,3551703,2,0.0,0.0,4.92,-4.01,-4.01,
35,chr18,3589701,3589703,2,0.0,0.0,4.98,-4.01,-4.01,
36,chr18,4454901,4455503,602,0.0,0.0,5.208571428571429,-4.009999999999999,-4.01,
37,chr18,4510901,4510903,2,26.95,26.95,5.21,11.2230814559874,11.2230814559874,2.37092999536136
38,chr18,5306901,5307203,302,0.0,0.0,5.10625,-4.01,-4.01,
39,chr18,5543101,5543903,802,0.0,0.0,5.247777777777778,-4.01,-4.01,
40,chr18,5628701,5628703,2,0.0,0.0,5.3,-4.01,-4.01,
41,chr18,5641501,5641603,102,0.0,0.0,5.27,-4.01,-4.01,
42,chr18,5890701,5891303,602,0.0,0.0,5.292857142857143,-4.009999999999999,-4.01,
43,chr18,5895201,5895703,502,0.0,0.0,5.304166666666666,-4.009999999999999,-4.01,
44,chr18,6169901,6169903,2,0.0,0.0,5.25,-4.01,-4.01,
45,chr18,6414601,6414803,202,0.0,0.0,5.39,-4.01,-4.01,
46,chr18,6827301,6827503,202,0.0,0.0,5.09,-4.01,-4.01,
47,chr18,7117801,7117803,2,0.0,0.0,4.73,-4.01,-4.01,
48,chr18,7159201,7159203,2,0.0,0.0,4.79,-4.01,-4.01,
49,chr18,7403301,7403303,2,0.0,0.0,4.91,-4.01,-4.01,
50,chr18,7984801,7985103,302,0.0,0.0,5.32,-4.01,-4.01,
51,chr18,8609301,8609603,302,0.0,0.0,5.032500000000001,-4.01,-4.01,
52,chr18,8670101,8670103,2,0.0,0.0,5.02,-4.01,-4.01,
53,chr18,8705201,8706403,1202,0.0,0.0,5.019999999999998,-4.009999999999999,-4.01,
54,chr18,9137201,9137403,202,0.0,0.0,5.3,-4.01,-4.01,
55,chr18,9334601,9335003,402,0.0,0.0,5.39,-4.01,-4.01,
56,chr18,9449201,9449203,2,0.0,0.0,5.26,-4.01,-4.01,
57,chr18,9475601,9475703,102,0.0,0.0,5.28,-4.01,-4.01,
58,chr18,9614201,9614903,702,0.0,0.0,5.0806249999999995,-4.01,-4.01,
59,chr18,9622001,9622103,102,0.0,0.0,5.095,-4.01,-4.01,
60,chr18,9708101,9708403,302,0.0,0.0,5.04,-4.01,-4.01,
61,chr18,10005001,10005003,2,0.0,0.0,5.165,-4.01,-4.01,
62,chr18,10782401,10782503,102,0.0,0.0,5.13,-4.01,-4.01,
63,chr18,11024001,11024003,2,0.0,0.0,5.155,-4.01,-4.01,
64,chr18,11627501,11627503,2,0.0,0.0,4.98,-4.01,-4.01,
65,chr18,11641901,11641903,2,0.0,0.0,4.985,-4.01,-4.01,
66,chr18,11689501,11689503,2,0.0,0.0,4.93,-4.01,-4.01,
67,chr18,11769001,11769003,2,0.0,0.0,4.885,-4.01,-4.01,
68,chr18,11915401,11915403,2,0.0,0.0,4.65,-4.01,-4.01,
69,chr18,11961901,11961903,2,0.0,0.0,4.655,-4.01,-4.01,
70,chr18,11981401,11981703,302,0.0,0.0,4.64,-4.01,-4.01,
71,chr18,11998801,11998803,2,0.0,0.0,4.66,-4.01,-4.01,
72,chr18,12076601,12076603,2,0.0,0.0,4.85,-4.01,-4.01,
73,chr18,12205401,12205403,2,17.85,17.85,4.79,7.340630024629849,7.340630024629849,1.897826513180282
74,chr18,12268501,12268503,2,0.0,0.0,4.77,-4.01,-4.01,
75,chr18,12307901,12308303,402,0.0,0.0,4.67,-4.01,-4.01,
76,chr18,12333001,12333203,202,0.0,0.0,4.67,-4.01,-4.01,
77,chr18,12377001,12377003,2,0.0,0.0,4.71,-4.01,-4.01,
78,chr18,12408001,12408303,302,0.0,0.0,4.80125,-4.01,-4.01,
79,chr18,12420501,12420703,202,0.0,0.0,4.888333333333333,-4.01,-4.01,
80,chr18,12469401,12469403,2,0.0,0.0,5.06,-4.01,-4.01,
81,chr18,12476401,12476403,2,0.0,0.0,5.08,-4.01,-4.01,
82,chr18,12657401,12658103,702,0.0,0.0,5.08,-4.01,-4.01,
83,chr18,12753701,12753703,2,0.0,0.0,4.99,-4.01,-4.01,
84,chr18,12776901,12777003,102,0.0,0.0,4.952500000000001,-4.01,-4.01,
85,chr18,12874101,12874503,402,0.0,0.0,4.9350000000000005,-4.01,-4.01,
86,chr18,12969101,12969103,2,0.0,0.0,5.14,-4.01,-4.01,
87,chr18,12979801,12980703,902,0.0,0.0,5.087,-4.01,-4.01,
88,chr18,13244001,13244003,2,0.0,0.0,5.2,-4.01,-4.01,
89,chr18,13395501,13395503,2,0.0,0.0,5.15,-4.01,-4.01,
90,chr18,13464801,13464803,2,0.0,0.0,5.1,-4.01,-4.01,
91,chr18,13501801,13501803,2,17.44,17.44,5.04,6.62601848721147,6.62601848721147,1.79090440127701
92,chr18,13641701,13641803,102,0.0,0.0,5.22,-4.01,-4.01,
93,chr18,14010701,14010703,2,0.0,0.0,5.38,-4.01,-4.01,
94,chr18,14284301,14284303,2,0.0,0.0,5.055,-4.01,-4.01,
95,chr18,14288301,14288303,2,0.0,0.0,5.045,-4.01,-4.01,
96,chr18,14431201,14431203,2,0.0,0.0,4.95,-4.01,-4.01,
97,chr18,14450501,14450503,2,0.0,0.0,4.98,-4.01,-4.01,
98,chr18,14457701,14457703,2,0.0,0.0,4.98,-4.01,-4.01,
99,chr18,14689101,14689203,102,0.0,0.0,5.202500000000001,-4.01,-4.01,
100,chr18,14822901,14823003,102,43.4,63.91,5.25,19.52880884212328,30.0163741068224,3.0473057147783567
101,chr18,14823101,14823103,2,0.0,0.0,5.25,-4.01,-4.01,
102,chr18,14857401,14857803,402,0.0,0.0,5.2219999999999995,-4.01,-4.01,
103,chr18,14866801,14866803,2,0.0,0.0,5.165,-4.01,-4.01,
104,chr18,14871101,14871103,2,0.0,0.0,5.17,-4.01,-4.01,
105,chr18,14931901,14932103,202,0.0,0.0,4.96,-4.01,-4.01,
106,chr18,14999401,14999603,202,0.0,0.0,4.92,-4.01,-4.01,
107,chr18,15024301,15024303,2,0.0,0.0,4.895,-4.01,-4.01,
108,chr18,15163701,15163703,2,18.74,18.74,5.43,6.601534477984314,6.601534477984314,1.7870968498548252
109,chr18,15165501,15165803,302,20.16,20.25,5.43,7.30356635793985,7.348061336246891,1.892471535695555
110,chr18,15169001,15169003,2,19.42,19.42,5.44,6.920069810840071,6.920069810840071,1.8358646441688529
111,chr18,15171801,15171803,2,19.95,19.95,5.45,7.163550050056224,7.163550050056224,1.8720606114454192
112,chr18,15174001,15175103,1102,19.61888888888889,27.23,5.441111111111111,7.015887776823027,10.774147401809197,1.8502701425755361
113,chr18,15238301,15238303,2,26.37,26.37,5.57,10.046038710289979,10.046038710289979,2.2431483385245286
114,chr18,15259901,15259903,2,0.0,0.0,5.6,-4.01,-4.01,
115,chr18,15337301,15337303,2,18.15,18.15,4.995,7.091291015986538,7.091291015986538,1.8614129650906945
116,chr18,15387701,15387703,2,25.3,25.3,5.25,10.273570846459986,10.273570846459986,2.2687480570281875
117,chr18,15405001,15405603,602,19.531666666666666,29.39,5.433333333333334,6.99011100306321,11.880165358628236,1.8459055980928074
118,chr18,15406801,15408103,1302,24.952142857142857,35.95,5.4174999999999995,9.701615738417098,15.126344003337802,2.2034645642000084
119,chr18,15409701,15410403,702,20.035,26.89,5.415,7.270026927030983,10.679948393281958,1.8874892668224708
120,chr18,15410901,15460803,49902,0.0,0.0,5.5846,-4.009999999999999,-4.01,
121,chr18,15462001,15462303,302,0.0,0.0,5.79125,-4.01,-4.01,
122,chr18,15466901,15466903,2,0.0,0.0,5.785,-4.01,-4.01,
123,chr18,15469501,15469503,2,24.36,24.36,5.8,8.611718720166854,8.611718720166854,2.070389327891398
124,chr18,15471001,15471003,2,21.64,21.64,5.8,7.352766552343727,7.352766552343727,1.8995756938118808
125,chr18,15473701,15474003,302,23.950000000000003,29.01,5.827500000000001,8.370645748343723,10.717829650404012,2.039076651494676
126,chr18,15477101,15479603,2502,33.193636363636365,72.84,5.8343181818181815,12.612551899041906,30.877204298875668,2.5082707126816826
127,chr18,15481201,15481603,402,0.0,0.0,5.828,-4.01,-4.01,
128,chr18,15485401,15485703,302,21.386666666666667,25.49,5.81,7.218473647465494,9.114432838815675,1.8801015723292354
129,chr18,15488101,15493703,5602,33.02571428571429,87.41,5.912040816326531,12.342329881741254,37.142424648948904,2.481861629761776
130,chr18,15496201,15497903,1702,24.79357142857143,35.09,6.090714285714285,8.265461604907154,12.817409418845841,2.025282767082599
131,chr18,15499301,15502403,3102,21.625263157894736,41.36,6.1323684210526315,6.800202691946413,15.317610342832728,1.818201409924436
132,chr18,15503301,15503403,102,0.0,0.0,6.105,-4.01,-4.01,
133,chr18,15506301,15507003,702,36.24625,56.9,6.075,13.355541756293174,22.480687490763998,2.576875429261875
134,chr18,15509301,15511103,1802,20.177142857142858,33.01,6.0582142857142856,6.279375829596626,12.032602844508798,1.7357573851783046
135,chr18,15512501,15516403,3902,26.29354838709677,46.61,6.0038709677419355,9.081551001058205,18.05290975685933,2.1307439740732463
136,chr18,15522001,15525903,3902,20.263333333333325,34.1,5.749666666666665,6.794263163707299,13.229483787121442,1.817321293813153
137,chr18,15527301,15530903,3602,20.099999999999998,36.0,5.713148148148148,6.7768440756155375,14.129583116883431,1.8148376552323922
138,chr18,15532301,15532703,402,23.894,27.81,5.5760000000000005,8.840706121083567,10.740064511962458,2.099345923561703
139,chr18,15534001,15534303,302,17.880000000000003,21.1,5.505,6.055928782740061,7.626171789516301,1.699532267618949
140,chr18,15534901,15535003,102,0.0,0.0,5.475,-4.01,-4.01,
141,chr18,15536801,15537303,502,21.394,26.34,5.482000000000001,7.810928233458976,10.204849474848453,1.9644320126980395
142,chr18,15539701,15541503,1802,19.927857142857142,31.36,5.653928571428572,6.79364701254162,12.184464060624967,1.8174610222632497
143,chr18,15542201,15542203,2,0.0,0.0,5.6850000000000005,-4.01,-4.01,
144,chr18,15544601,15544603,2,19.42,19.42,5.765,6.379809959505267,6.379809959505267,1.7521506877674207
145,chr18,15546501,15546903,402,20.564999999999998,27.05,5.827500000000001,6.811572775280784,9.813761007551442,1.8192420673715155
146,chr18,15551101,15553103,2002,41.378235294117644,109.86,5.944411764705883,16.0287231357716,46.98694460340762,2.7992661594151067
147,chr18,15555701,15556803,1102,26.516363636363636,57.85,6.095909090909092,9.007097280295737,22.774869956244288,2.120969649735605
148,chr18,15559101,15560303,1202,24.366153846153846,40.15,6.211153846153845,7.868593092704194,14.707181768009448,1.9719453342607556
149,chr18,15566401,15566703,302,22.550000000000004,27.86,6.40625,6.78647128389457,9.004556391878387,1.8155754288625727
150,chr18,15567801,15567803,2,22.29,22.29,6.41,6.671820963911175,6.671820963911175,1.7980003546410113
151,chr18,15569901,15570403,502,26.23,36.71,6.475,8.211630412007302,12.55663089854835,2.018265709691068
152,chr18,15574601,15574603,2,23.24,23.24,6.615,6.768057130484386,6.768057130484386,1.8127970071258521
153,chr18,15581401,15581903,502,23.915,25.7,6.73625,6.867273264940963,7.580556131335524,1.8278982045965588
154,chr18,15583101,15583803,702,28.488749999999996,36.77,6.7612499999999995,8.648558779622627,11.938789036459086,2.0750304244734874
155,chr18,15586701,15586703,2,0.0,0.0,6.805,-4.01,-4.01,
156,chr18,15591301,15591603,302,24.646666666666665,31.04,6.841666666666666,7.0076270005129855,9.519121379138786,1.848972821522076
157,chr18,15599301,15600103,802,24.376,32.71,6.798,6.96312216904308,10.259573925851372,1.8422791381448138
158,chr18,15600701,15600703,2,0.0,0.0,6.795,-4.01,-4.01,
159,chr18,15607501,15607503,2,0.0,0.0,6.66,-4.01,-4.01,
160,chr18,15610401,15610403,2,0.0,0.0,6.58,-4.01,-4.01,
161,chr18,15611401,15612103,702,22.881666666666664,31.23,6.558333333333334,6.7045544337999905,10.126604729887259,1.8027910046992282
162,chr18,15615401,15615603,202,22.23,25.1,6.416666666666667,6.637649121681808,7.848658765093917,1.79261200327852
163,chr18,15619201,15620803,1602,20.231,27.78,6.222500000000001,6.067758641536477,9.423604238442913,1.7010014024484654
164,chr18,15621301,15621603,302,0.0,0.0,6.1275,-4.01,-4.01,
165,chr18,15622301,15622603,302,21.53,23.13,6.1049999999999995,6.803745662478953,7.49924231000371,1.8182851191798308
