,chr,start,end,size,mean_cov,max_cov,mean_rm,mean_zscore,max_zscore,log2_ratio
0,chr6,1,59903,59902,0.0,0.0,0.6659833333333334,-4.009999999999999,-4.01,
1,chr6,60501,67303,6802,6.529298245614036,9.95,1.688684210526316,8.785766712094564,14.906687674279688,1.9510283777964965
2,chr6,80401,80703,302,9.386666666666665,10.51,2.9783333333333335,6.602991821470078,7.7626099212418955,1.6561076995958064
3,chr6,84501,84503,2,10.95,10.95,3.205,7.396305474186631,7.396305474186631,1.7725346078697946
4,chr6,86901,86903,2,10.34,10.34,3.3449999999999998,6.420896303359425,6.420896303359425,1.6281580696734739
5,chr6,88501,88803,302,11.077499999999999,16.27,3.4,6.92128074555454,11.49980877107732,1.7040256753482437
6,chr6,90501,90603,102,11.92,13.3,3.4575,7.4885060711129,8.677622755773768,1.7855830793116674
7,chr6,96401,96503,102,11.62,11.87,3.6425,6.717649313695859,6.9299772042103704,1.6736091913400162
8,chr6,101301,101303,2,11.25,11.25,3.79,6.052615413498588,6.052615413498588,1.5696552479333077
9,chr6,120701,120703,2,15.53,15.53,4.26,8.08285192193208,8.08285192193208,1.866132494161463
10,chr6,143401,143403,2,0.0,0.0,4.83,-4.01,-4.01,
11,chr6,150501,150503,2,25.51,25.51,5.0,12.449285704709082,12.449285704709082,2.3510628989403854
12,chr6,371501,372203,702,29.51125,55.8,7.141875,9.542256031608447,20.583175052677085,2.046890241283674
13,chr6,391501,391503,2,0.0,0.0,6.82,-4.01,-4.01,
14,chr6,419201,419203,2,0.0,0.0,6.295,-4.01,-4.01,
15,chr6,424301,424603,302,0.0,0.0,6.22875,-4.01,-4.01,
16,chr6,435801,435803,2,0.0,0.0,6.055,-4.01,-4.01,
17,chr6,501201,501403,202,0.0,0.0,5.221666666666667,-4.01,-4.01,
18,chr6,666401,667703,1302,0.0,0.0,5.3725000000000005,-4.009999999999999,-4.01,
19,chr6,834301,834403,102,20.305,23.93,5.375,8.47898814404655,10.500879572052265,1.9174983674475028
20,chr6,857201,857203,2,0.0,0.0,5.4,-4.01,-4.01,
21,chr6,862601,862603,2,18.63,18.63,5.415,7.467976765406619,7.467976765406619,1.7825944313333104
22,chr6,906301,906303,2,0.0,0.0,5.33,-4.01,-4.01,
23,chr6,994301,994303,2,16.07,16.07,5.3149999999999995,6.218045620394779,6.218045620394779,1.5962283321439892
24,chr6,1053701,1053903,202,23.473333333333333,27.14,5.273333333333333,10.49728510453313,12.57826975545066,2.154235627390339
25,chr6,1311701,1311703,2,0.0,0.0,4.96,-4.01,-4.01,
26,chr6,1312801,1313703,902,0.0,0.0,4.9595,-4.01,-4.01,
27,chr6,1358101,1358503,402,0.0,0.0,4.952,-4.01,-4.01,
28,chr6,1381801,1381803,2,0.0,0.0,4.96,-4.01,-4.01,
29,chr6,1388101,1388103,2,0.0,0.0,4.965,-4.01,-4.01,
30,chr6,1422001,1422103,102,0.0,0.0,4.95,-4.01,-4.01,
31,chr6,1474001,1474003,2,15.22,15.22,4.93,6.40902499930252,6.40902499930252,1.626308807125634
32,chr6,1614501,1615003,502,0.0,0.0,4.9325,-4.009999999999999,-4.01,
33,chr6,1652401,1652503,102,0.0,0.0,4.95,-4.01,-4.01,
34,chr6,1682701,1682703,2,0.0,0.0,4.985,-4.01,-4.01,
35,chr6,1927001,1927303,302,19.732499999999998,25.61,5.1137500000000005,8.7215281919459,12.149347480042385,1.9481202119989989
36,chr6,1999901,1999903,2,0.0,0.0,5.13,-4.01,-4.01,
37,chr6,2245301,2245503,202,0.0,0.0,5.19,-4.01,-4.01,
38,chr6,2634301,2634303,2,0.0,0.0,5.22,-4.01,-4.01,
39,chr6,2738001,2738003,2,0.0,0.0,5.09,-4.01,-4.01,
40,chr6,2765501,2766203,702,0.0,0.0,5.086875,-4.01,-4.01,
41,chr6,2772801,2772803,2,15.16,15.16,5.09,6.082748880725985,6.082748880725985,1.5745321920953965
42,chr6,2971101,2971303,202,0.0,0.0,4.82,-4.01,-4.01,
43,chr6,2999801,2999803,2,0.0,0.0,4.83,-4.01,-4.01,
44,chr6,3068501,3068503,2,0.0,0.0,4.84,-4.01,-4.01,
45,chr6,3157301,3157803,502,0.0,0.0,4.73,-4.009999999999999,-4.01,
46,chr6,3179901,3179903,2,0.0,0.0,4.64,-4.01,-4.01,
47,chr6,3456501,3457203,702,0.0,0.0,4.99125,-4.01,-4.01,
48,chr6,3758201,3758203,2,0.0,0.0,5.06,-4.01,-4.01,
49,chr6,3894901,3894903,2,19.25,19.25,5.04,8.604213718505218,8.604213718505218,1.9333628069697095
50,chr6,3953201,3953203,2,15.35,15.35,5.05,6.266269926570743,6.266269926570743,1.6038833626183846
51,chr6,4078901,4079203,302,0.0,0.0,5.11125,-4.01,-4.01,
52,chr6,4135701,4135803,102,0.0,0.0,5.21,-4.01,-4.01,
53,chr6,4549301,4549303,2,0.0,0.0,5.125,-4.01,-4.01,
54,chr6,4775701,4776803,1102,0.0,0.0,5.036666666666667,-4.009999999999999,-4.01,
55,chr6,4842001,4842003,2,0.0,0.0,5.04,-4.01,-4.01,
56,chr6,5035601,5035603,2,0.0,0.0,4.89,-4.01,-4.01,
57,chr6,5037101,5037103,2,0.0,0.0,4.89,-4.01,-4.01,
58,chr6,5084501,5084503,2,0.0,0.0,4.945,-4.01,-4.01,
59,chr6,5086001,5086103,102,0.0,0.0,4.9350000000000005,-4.01,-4.01,
60,chr6,5260601,5260603,2,0.0,0.0,5.22,-4.01,-4.01,
61,chr6,5835601,5835703,102,0.0,0.0,5.11,-4.01,-4.01,
62,chr6,6068601,6068603,2,27.09,27.09,5.25,12.623168367517572,12.623168367517572,2.3673710656485296
63,chr6,6821901,6821903,2,22.16,22.16,4.98,10.494002733183432,10.494002733183432,2.1537402339811074
64,chr6,7103301,7103303,2,0.0,0.0,4.94,-4.01,-4.01,
65,chr6,7107401,7107603,202,0.0,0.0,4.901666666666666,-4.01,-4.01,
66,chr6,7108701,7108703,2,0.0,0.0,4.9,-4.01,-4.01,
67,chr6,7134301,7134303,2,14.88,14.88,4.89,6.276285642538281,6.276285642538281,1.6054681561557977
68,chr6,7141201,7141303,102,0.0,0.0,4.9,-4.01,-4.01,
69,chr6,7312701,7312703,2,0.0,0.0,5.05,-4.01,-4.01,
70,chr6,7425801,7425803,2,0.0,0.0,5.085,-4.01,-4.01,
71,chr6,7582101,7582103,2,0.0,0.0,5.095,-4.01,-4.01,
72,chr6,7726901,7726903,2,0.0,0.0,5.21,-4.01,-4.01,
73,chr6,7817601,7817603,2,0.0,0.0,5.12,-4.01,-4.01,
74,chr6,7910101,7910703,602,0.0,0.0,5.134285714285714,-4.009999999999999,-4.01,
75,chr6,8254001,8254003,2,0.0,0.0,5.27,-4.01,-4.01,
76,chr6,8299201,8299203,2,0.0,0.0,5.33,-4.01,-4.01,
77,chr6,8832601,8832603,2,0.0,0.0,5.31,-4.01,-4.01,
78,chr6,9024501,9024503,2,0.0,0.0,5.52,-4.01,-4.01,
79,chr6,9146401,9146403,2,0.0,0.0,5.44,-4.01,-4.01,
80,chr6,9282501,9282503,2,0.0,0.0,5.26,-4.01,-4.01,
81,chr6,9290501,9290503,2,0.0,0.0,5.24,-4.01,-4.01,
82,chr6,9346101,9346103,2,0.0,0.0,5.25,-4.01,-4.01,
83,chr6,9510401,9510403,2,15.75,15.75,5.31,6.045911829255991,6.045911829255991,1.5685680624704876
84,chr6,9569201,9569203,2,0.0,0.0,5.38,-4.01,-4.01,
85,chr6,9725601,9725603,2,17.96,17.96,5.42,7.087863038413567,7.087863038413567,1.7284225933872754
86,chr6,9763401,9763403,2,17.1,17.1,5.49,6.491568307600278,6.491568307600278,1.6391182707680616
87,chr6,10074801,10074903,102,0.0,0.0,5.2475000000000005,-4.01,-4.01,
88,chr6,10353901,10353903,2,0.0,0.0,5.02,-4.01,-4.01,
89,chr6,10411301,10411303,2,0.0,0.0,4.89,-4.01,-4.01,
90,chr6,10412601,10412703,102,0.0,0.0,4.89,-4.01,-4.01,
91,chr6,10582201,10582303,102,0.0,0.0,4.885,-4.01,-4.01,
92,chr6,11044001,11044503,502,0.0,0.0,5.290833333333333,-4.009999999999999,-4.01,
93,chr6,11417001,11417203,202,0.0,0.0,5.34,-4.01,-4.01,
94,chr6,11537501,11538103,602,0.0,0.0,5.339999999999999,-4.009999999999999,-4.01,
95,chr6,11617401,11617403,2,0.0,0.0,5.38,-4.01,-4.01,
96,chr6,11903301,11903403,102,0.0,0.0,5.28,-4.01,-4.01,
97,chr6,12009001,12009103,102,0.0,0.0,5.2675,-4.01,-4.01,
98,chr6,12011301,12012503,1202,0.0,0.0,5.265384615384615,-4.009999999999999,-4.01,
99,chr6,12168301,12168303,2,0.0,0.0,5.3149999999999995,-4.01,-4.01,
100,chr6,12296001,12296003,2,0.0,0.0,5.4,-4.01,-4.01,
101,chr6,12749601,12749703,102,0.0,0.0,5.3125,-4.01,-4.01,
102,chr6,13133201,13133203,2,0.0,0.0,5.35,-4.01,-4.01,
103,chr6,13453901,13453903,2,15.49,15.49,5.03,6.3859458757156204,6.3859458757156204,1.6227068389840413
104,chr6,13545101,13545103,2,0.0,0.0,5.07,-4.01,-4.01,
105,chr6,13574101,13574303,202,0.0,0.0,5.098333333333334,-4.01,-4.01,
106,chr6,13769901,13769903,2,0.0,0.0,5.04,-4.01,-4.01,
107,chr6,13925101,13925103,2,0.0,0.0,5.04,-4.01,-4.01,
108,chr6,14211101,14211203,102,0.0,0.0,4.99,-4.01,-4.01,
109,chr6,14692801,14692803,2,0.0,0.0,5.12,-4.01,-4.01,
110,chr6,14745101,14745303,202,0.0,0.0,5.14,-4.01,-4.01,
111,chr6,15189201,15189803,602,0.0,0.0,4.649285714285715,-4.009999999999999,-4.01,
112,chr6,15244901,15245103,202,0.0,0.0,4.788333333333333,-4.01,-4.01,
113,chr6,15248301,15248703,402,0.0,0.0,4.766,-4.01,-4.01,
114,chr6,15415601,15415603,2,0.0,0.0,4.96,-4.01,-4.01,
115,chr6,15487701,15487703,2,0.0,0.0,5.095,-4.01,-4.01,
116,chr6,15662801,15662903,102,0.0,0.0,5.42,-4.01,-4.01,
117,chr6,16129201,16129203,2,0.0,0.0,5.14,-4.01,-4.01,
118,chr6,16191501,16191503,2,0.0,0.0,5.02,-4.01,-4.01,
119,chr6,16227001,16227003,2,0.0,0.0,5.08,-4.01,-4.01,
120,chr6,16616801,16616803,2,0.0,0.0,5.38,-4.01,-4.01,
121,chr6,17206401,17206503,102,0.0,0.0,5.25,-4.01,-4.01,
122,chr6,17281101,17281103,2,0.0,0.0,5.15,-4.01,-4.01,
123,chr6,17303401,17303403,2,0.0,0.0,5.11,-4.01,-4.01,
124,chr6,17369901,17369903,2,0.0,0.0,5.11,-4.01,-4.01,
125,chr6,17393901,17393903,2,0.0,0.0,5.075,-4.01,-4.01,
126,chr6,17433001,17433003,2,0.0,0.0,5.04,-4.01,-4.01,
127,chr6,17500301,17500303,2,0.0,0.0,5.0,-4.01,-4.01,
128,chr6,17707601,17707603,2,15.41,15.41,4.91,6.562736602744897,6.562736602744897,1.6500719322000923
129,chr6,17728801,17728903,102,0.0,0.0,4.93,-4.01,-4.01,
130,chr6,17735401,17735603,202,0.0,0.0,4.95,-4.01,-4.01,
131,chr6,17987201,17987803,602,0.0,0.0,5.0721428571428575,-4.009999999999999,-4.01,
132,chr6,18067701,18067703,2,0.0,0.0,5.01,-4.01,-4.01,
133,chr6,18155301,18155303,2,0.0,0.0,5.04,-4.01,-4.01,
134,chr6,18264101,18264703,602,0.0,0.0,4.990000000000001,-4.009999999999999,-4.01,
135,chr6,18284001,18284003,2,0.0,0.0,5.0,-4.01,-4.01,
136,chr6,18401901,18402503,602,0.0,0.0,5.088571428571429,-4.009999999999999,-4.01,
137,chr6,18939901,18939903,2,21.58,21.58,5.34,9.269027270129442,9.269027270129442,2.014783217800463
138,chr6,18953001,18953003,2,0.0,0.0,5.365,-4.01,-4.01,
139,chr6,19423401,19423503,102,0.0,0.0,5.24,-4.01,-4.01,
140,chr6,19442201,19442203,2,0.0,0.0,5.24,-4.01,-4.01,
141,chr6,19770901,19770903,2,41.35,41.35,5.23,20.856541686074056,20.856541686074056,2.9830044778116958
142,chr6,19837801,19838203,402,0.0,0.0,5.08,-4.01,-4.01,
143,chr6,19939801,19940403,602,0.0,0.0,5.079999999999999,-4.009999999999999,-4.01,
144,chr6,20212201,20212303,102,0.0,0.0,5.27,-4.01,-4.01,
145,chr6,20214101,20214103,2,0.0,0.0,5.27,-4.01,-4.01,
146,chr6,20615101,20615103,2,0.0,0.0,5.265,-4.01,-4.01,
147,chr6,21456401,21456403,2,0.0,0.0,5.155,-4.01,-4.01,
148,chr6,21778501,21778503,2,0.0,0.0,4.885,-4.01,-4.01,
149,chr6,21796801,21797503,702,0.0,0.0,4.911875,-4.01,-4.01,
150,chr6,22218501,22218503,2,0.0,0.0,5.205,-4.01,-4.01,
151,chr6,22227301,22227303,2,0.0,0.0,5.195,-4.01,-4.01,
152,chr6,22432601,22432603,2,0.0,0.0,5.23,-4.01,-4.01,
153,chr6,22464901,22464903,2,0.0,0.0,5.29,-4.01,-4.01,
154,chr6,22570201,22570503,302,0.0,0.0,5.44,-4.01,-4.01,
155,chr6,22619801,22620203,402,0.0,0.0,5.446,-4.01,-4.01,
156,chr6,22836701,22837003,302,0.0,0.0,5.3374999999999995,-4.01,-4.01,
157,chr6,23045301,23045303,2,0.0,0.0,5.355,-4.01,-4.01,
158,chr6,23064801,23064803,2,0.0,0.0,5.35,-4.01,-4.01,
159,chr6,23292001,23292003,2,0.0,0.0,5.22,-4.01,-4.01,
160,chr6,23300201,23300203,2,0.0,0.0,5.22,-4.01,-4.01,
161,chr6,23356201,23356603,402,0.0,0.0,5.305999999999999,-4.01,-4.01,
162,chr6,23731101,23731103,2,0.0,0.0,5.27,-4.01,-4.01,
163,chr6,23743101,23745603,2502,0.0,0.0,5.256153846153845,-4.01,-4.01,
164,chr6,23801601,23802003,402,0.0,0.0,5.301,-4.01,-4.01,
165,chr6,23834101,23834103,2,0.0,0.0,5.4350000000000005,-4.01,-4.01,
166,chr6,23943101,23943103,2,15.82,15.82,5.35,6.018653176215994,6.018653176215994,1.5641388031842827
167,chr6,24358701,24359403,702,0.0,0.0,5.33875,-4.01,-4.01,
168,chr6,24495101,24495103,2,0.0,0.0,5.12,-4.01,-4.01,
169,chr6,24811701,24811703,2,0.0,0.0,5.05,-4.01,-4.01,
170,chr6,25490501,25490503,2,0.0,0.0,5.52,-4.01,-4.01,
171,chr6,25897901,25897903,2,0.0,0.0,5.385,-4.01,-4.01,
172,chr6,25915201,25915203,2,0.0,0.0,5.405,-4.01,-4.01,
173,chr6,25992801,25992803,2,0.0,0.0,5.4,-4.01,-4.01,
174,chr6,26520901,26521003,102,0.0,0.0,5.02,-4.01,-4.01,
