,chr,start,end,size,mean_cov,max_cov,mean_rm,mean_zscore,max_zscore,log2_ratio
0,chr17,1,59903,59902,0.0,0.0,2.344608333333333,-4.009999999999999,-4.01,
1,chr17,66001,66303,302,0.0,0.0,2.26,-4.01,-4.01,
2,chr17,71501,71503,2,0.0,0.0,2.24,-4.01,-4.01,
3,chr17,72201,72203,2,7.54,7.54,2.25,6.056112084824519,6.056112084824519,1.744639522051627
4,chr17,77801,77803,2,8.5,8.5,2.27,7.064751329398083,7.064751329398083,1.9047705437341491
5,chr17,79901,80203,302,8.82,9.59,2.29,7.339190974776428,8.201328027538484,1.9454310574605767
6,chr17,87101,87103,2,0.0,0.0,2.37,-4.01,-4.01,
7,chr17,87701,87703,2,8.04,8.04,2.365,6.180379923983927,6.180379923983927,1.7653553178395331
8,chr17,89701,89703,2,0.0,0.0,2.365,-4.01,-4.01,
9,chr17,90801,90803,2,0.0,0.0,2.35,-4.01,-4.01,
10,chr17,91901,92403,502,7.925,10.16,2.330833333333333,6.180775222272817,8.620300885432666,1.7655650872717341
11,chr17,93701,94003,302,7.826666666666665,10.54,2.3449999999999998,6.021463521441352,8.988216388962075,1.7388100798735193
12,chr17,99901,100003,102,0.0,0.0,2.375,-4.01,-4.01,
13,chr17,100901,100903,2,9.26,9.26,2.375,7.460774103092127,7.460774103092127,1.9630846800419262
14,chr17,101501,101503,2,0.0,0.0,2.375,-4.01,-4.01,
15,chr17,103701,103903,202,0.0,0.0,2.4233333333333333,-4.01,-4.01,
16,chr17,113401,113403,2,0.0,0.0,2.56,-4.01,-4.01,
17,chr17,114001,114003,2,9.98,9.98,2.57,7.420573157532482,7.420573157532482,1.9572714561433826
18,chr17,116801,118003,1202,50.39923076923076,118.36,2.6484615384615386,46.20390711917727,111.55296422025953,4.250175251635339
19,chr17,121801,123403,1602,12.96,22.08,2.8034615384615384,9.310396127239045,17.610962053554918,2.2087845359403913
20,chr17,124801,125803,1002,18.217000000000002,28.27,2.8810000000000002,13.673444949038867,22.545044619377837,2.6606438281354405
21,chr17,126301,126303,2,0.0,0.0,2.915,-4.01,-4.01,
22,chr17,126501,127903,1402,12.434545454545455,19.08,2.929090909090909,8.347146284972247,14.132103840108641,2.0858288953194206
23,chr17,130201,130203,2,11.07,11.07,2.9850000000000003,6.972573143033457,6.972573143033457,1.8908523855167472
24,chr17,133801,134003,202,0.0,0.0,3.06,-4.01,-4.01,
25,chr17,134501,136003,1502,12.191666666666668,16.85,3.077916666666667,7.622300150778646,11.536670374896474,1.9858692867125267
26,chr17,139501,139503,2,11.82,11.82,3.18,6.994209399878011,6.994209399878011,1.894131364893177
27,chr17,154301,154303,2,12.04,12.04,3.5,6.284024794876478,6.284024794876478,1.782408564927373
28,chr17,167001,167603,602,0.0,0.0,3.6792857142857143,-4.009999999999999,-4.01,
29,chr17,171001,171703,702,0.0,0.0,3.7412500000000004,-4.01,-4.01,
30,chr17,180601,181803,1202,0.0,0.0,3.8549999999999995,-4.009999999999999,-4.01,
31,chr17,198401,198403,2,37.68,37.68,4.095,21.056525209156455,21.056525209156455,3.2018636079717746
32,chr17,201601,201603,2,17.27,17.27,4.12,8.211519094074411,8.211519094074411,2.067551840345706
33,chr17,204301,204403,102,0.0,0.0,4.12,-4.01,-4.01,
34,chr17,217501,218403,902,18.807499999999997,24.87,4.184375,8.987209466979454,12.700870386274897,2.1682240348157404
35,chr17,220301,221703,1402,19.057,32.08,4.18,9.153394016087466,17.141720872265733,2.1887461770875207
36,chr17,255301,255403,102,0.0,0.0,4.21,-4.01,-4.01,
37,chr17,273001,273403,402,27.048000000000002,44.85,4.2090000000000005,13.943353042801954,24.811295606850685,2.683972506552322
38,chr17,287701,288103,402,0.0,0.0,4.18,-4.01,-4.01,
39,chr17,303601,304003,402,26.291999999999994,36.02,4.21,13.476430218174187,19.40107795881232,2.6427317517576197
40,chr17,304901,304903,2,0.0,0.0,4.205,-4.01,-4.01,
41,chr17,314601,315803,1202,22.028333333333332,41.58,4.262499999999999,10.7144377765861,22.49006299674724,2.369588605417374
42,chr17,319901,320103,202,0.0,0.0,4.26,-4.01,-4.01,
43,chr17,345501,345503,2,0.0,0.0,4.02,-4.01,-4.01,
44,chr17,353501,353603,102,15.445,16.19,3.86,7.723196135027774,8.21806489179539,2.0004671183595573
45,chr17,356601,356603,2,31.75,31.75,3.835,18.691331239642558,18.691331239642558,3.049458109043957
46,chr17,360801,361903,1102,0.0,0.0,3.7566666666666664,-4.01,-4.01,
47,chr17,448201,488803,40602,0.0,0.0,3.8507371007371005,-4.009999999999999,-4.01,
48,chr17,489001,489003,2,22.21,22.21,3.965,11.826183625918059,11.826183625918059,2.4858166218430022
49,chr17,543901,543903,2,0.0,0.0,4.19,-4.01,-4.01,
50,chr17,598801,599003,202,0.0,0.0,4.55,-4.01,-4.01,
51,chr17,646501,646703,202,19.569999999999997,22.45,4.67,8.208520694626797,9.78975662732134,2.0671493009171416
52,chr17,732101,732703,602,0.0,0.0,4.54,-4.009999999999999,-4.01,
53,chr17,810201,810203,2,20.26,20.26,4.375,9.337403930401171,9.337403930401171,2.211279252081447
54,chr17,814401,814403,2,0.0,0.0,4.35,-4.01,-4.01,
55,chr17,952201,952703,502,16.31,22.64,4.100833333333333,7.662036372853552,11.622185172020322,1.9917677663029012
56,chr17,1006801,1006903,102,0.0,0.0,4.1,-4.01,-4.01,
57,chr17,1031601,1031703,102,0.0,0.0,4.1,-4.01,-4.01,
