,chr,start,end,size,mean_cov,max_cov,mean_rm,mean_zscore,max_zscore,log2_ratio
0,chr11,1,59903,59902,0.0,0.0,3.905933333333333,-4.009999999999999,-4.01,
1,chr11,84301,84303,2,13.5,13.5,3.835,7.104741298954254,7.104741298954254,1.8156609244352597
2,chr11,104501,104503,2,13.48,13.48,3.8449999999999998,7.064636026421009,7.064636026421009,1.8097649932200321
3,chr11,123601,123603,2,0.0,0.0,3.99,-4.01,-4.01,
4,chr11,132601,132903,302,16.236666666666668,18.25,4.166666666666667,8.157216708314804,9.49675299004578,1.962289888290999
5,chr11,134201,134803,602,15.465714285714284,20.62,4.180714285714286,7.604320389131599,11.051356459195446,1.8872521093844592
6,chr11,191401,191503,102,17.62,19.42,4.53,8.136690140486525,9.246673912413737,1.9596309688741784
7,chr11,208901,208903,2,0.0,0.0,4.43,-4.01,-4.01,
8,chr11,223901,223903,2,0.0,0.0,4.37,-4.01,-4.01,
9,chr11,267301,267403,102,0.0,0.0,4.14,-4.01,-4.01,
10,chr11,279301,279303,2,0.0,0.0,4.06,-4.01,-4.01,
11,chr11,280401,280403,2,0.0,0.0,4.06,-4.01,-4.01,
12,chr11,288801,289203,402,0.0,0.0,3.989,-4.01,-4.01,
13,chr11,356201,356303,102,0.0,0.0,3.615,-4.01,-4.01,
14,chr11,381401,381403,2,0.0,0.0,3.51,-4.01,-4.01,
15,chr11,382401,382403,2,11.82,11.82,3.51,6.67821573703117,6.67821573703117,1.7516870998729719
16,chr11,388701,388803,102,11.925,12.64,3.4925,6.808931167655754,7.373993136685896,1.7716572454834107
17,chr11,393001,393103,102,0.0,0.0,3.49,-4.01,-4.01,
18,chr11,397401,397403,2,0.0,0.0,3.49,-4.01,-4.01,
19,chr11,400501,403003,2502,0.0,0.0,3.4805769230769235,-4.01,-4.01,
20,chr11,407101,407303,202,0.0,0.0,3.5033333333333334,-4.01,-4.01,
21,chr11,420701,420703,2,0.0,0.0,3.525,-4.01,-4.01,
22,chr11,430501,430803,302,0.0,0.0,3.54,-4.01,-4.01,
23,chr11,436801,436803,2,0.0,0.0,3.52,-4.01,-4.01,
24,chr11,450401,450503,102,0.0,0.0,3.55,-4.01,-4.01,
25,chr11,496401,496403,2,11.63,11.63,3.5,6.553448049547618,6.553448049547618,1.7324242696408896
26,chr11,504201,504203,2,0.0,0.0,3.49,-4.01,-4.01,
27,chr11,506901,507303,402,0.0,0.0,3.5099999999999993,-4.01,-4.01,
28,chr11,512301,512303,2,0.0,0.0,3.5,-4.01,-4.01,
29,chr11,535201,535803,602,0.0,0.0,3.5821428571428577,-4.009999999999999,-4.01,
30,chr11,555101,556103,1002,0.0,0.0,3.6431818181818176,-4.009999999999999,-4.01,
31,chr11,574301,574303,2,12.13,12.13,3.705,6.416839441419459,6.416839441419459,1.7110341028146765
32,chr11,585201,585603,402,61.152,96.51,3.7,43.44026733202134,70.13516704994095,4.046802507573782
33,chr11,613701,613703,2,0.0,0.0,3.7,-4.01,-4.01,
34,chr11,617701,617703,2,0.0,0.0,3.7,-4.01,-4.01,
35,chr11,627101,627403,302,0.0,0.0,3.71,-4.01,-4.01,
36,chr11,642701,642703,2,19.83,19.83,3.75,12.042994363264851,12.042994363264851,2.4027221768456046
37,chr11,676201,676203,2,0.0,0.0,3.65,-4.01,-4.01,
38,chr11,694601,694903,302,0.0,0.0,3.725,-4.01,-4.01,
39,chr11,706101,706303,202,0.0,0.0,3.6616666666666666,-4.01,-4.01,
40,chr11,722901,722903,2,0.0,0.0,3.56,-4.01,-4.01,
41,chr11,763201,763203,2,0.0,0.0,3.6,-4.01,-4.01,
42,chr11,777201,777503,302,0.0,0.0,3.56,-4.01,-4.01,
43,chr11,798101,798203,102,0.0,0.0,3.55,-4.01,-4.01,
44,chr11,805201,805203,2,0.0,0.0,3.53,-4.01,-4.01,
45,chr11,819601,819803,202,0.0,0.0,3.5499999999999994,-4.01,-4.01,
46,chr11,824701,824703,2,0.0,0.0,3.57,-4.01,-4.01,
47,chr11,842401,843003,602,0.0,0.0,3.630714285714286,-4.009999999999999,-4.01,
48,chr11,910901,911103,202,0.0,0.0,3.5966666666666662,-4.01,-4.01,
49,chr11,925801,926303,502,0.0,0.0,3.6649999999999996,-4.009999999999999,-4.01,
50,chr11,964901,965103,202,15.57,18.94,3.63,9.253044342693393,11.846421027820115,2.1007274910832865
51,chr11,975301,975603,302,14.385000000000002,16.41,3.7187500000000004,8.0762446791061,9.593941684786842,1.9516755526566187
52,chr11,1016601,1018403,1802,25.453333333333333,53.04,3.680277777777778,16.592554189975633,37.53343064708101,2.7899680356533887
53,chr11,1078201,1078203,2,0.0,0.0,3.6,-4.01,-4.01,
54,chr11,1097201,1097603,402,11.57,12.28,3.5499999999999994,6.375498518390624,6.9341903502606534,1.7044979347154459
55,chr11,1098301,1098303,2,0.0,0.0,3.55,-4.01,-4.01,
56,chr11,1111801,1111803,2,10.81,10.81,3.455,6.011354112289894,6.011354112289894,1.6456089073463915
57,chr11,1118501,1118503,2,0.0,0.0,3.465,-4.01,-4.01,
58,chr11,1177001,1177003,2,0.0,0.0,3.48,-4.01,-4.01,
59,chr11,1191801,1191803,2,11.75,11.75,3.465,6.743951483704744,6.743951483704744,1.7617334993151486
60,chr11,1197001,1197003,2,0.0,0.0,3.465,-4.01,-4.01,
61,chr11,1213101,1213103,2,12.35,12.35,3.625,6.788208705993497,6.788208705993497,1.7684581415697431
62,chr11,1224501,1224503,2,0.0,0.0,3.625,-4.01,-4.01,
63,chr11,1228801,1228803,2,0.0,0.0,3.635,-4.01,-4.01,
64,chr11,1234601,1234703,102,0.0,0.0,3.67,-4.01,-4.01,
65,chr11,1272301,1272403,102,0.0,0.0,3.6025,-4.01,-4.01,
66,chr11,1287601,1287703,102,0.0,0.0,3.56,-4.01,-4.01,
67,chr11,1291601,1291603,2,0.0,0.0,3.57,-4.01,-4.01,
68,chr11,1309201,1309603,402,0.0,0.0,3.59,-4.01,-4.01,
69,chr11,1315901,1315903,2,11.36,11.36,3.53,6.2608979235837845,6.2608979235837845,1.6862227462335018
70,chr11,1336401,1337503,1102,0.0,0.0,3.4775000000000005,-4.009999999999999,-4.01,
71,chr11,1348901,1348903,2,0.0,0.0,3.46,-4.01,-4.01,
72,chr11,1371601,1371603,2,0.0,0.0,3.54,-4.01,-4.01,
73,chr11,1376401,1376403,2,11.2,11.2,3.58,6.010495899772569,6.010495899772569,1.64546723968071
74,chr11,1386601,1386603,2,0.0,0.0,3.64,-4.01,-4.01,
75,chr11,1389901,1390803,902,0.0,0.0,3.618888888888888,-4.01,-4.01,
76,chr11,1419801,1419803,2,12.54,12.54,3.665,6.829157187625594,6.829157187625594,1.774652244668227
