,chr,start,end,size,mean_cov,max_cov,mean_rm,mean_zscore,max_zscore,log2_ratio
0,chr19,1,59903,59902,0.0,0.0,4.1521833333333324,-4.009999999999999,-4.01,
1,chr19,70901,70903,2,0.0,0.0,4.46,-4.01,-4.01,
2,chr19,76701,76703,2,14.57,14.57,4.37,6.316650161103029,6.316650161103029,1.7372956925639143
3,chr19,79801,79803,2,16.45,16.45,4.38,7.4393956603809945,7.4393956603809945,1.9090848090214305
4,chr19,95901,96803,902,14.290000000000001,18.24,4.43,6.026357769108105,8.377832488114384,1.6896273125407983
5,chr19,107301,107303,2,15.74,15.74,4.405,6.953412874647368,6.953412874647368,1.8372216165870727
6,chr19,107901,108003,102,0.0,0.0,4.4025,-4.01,-4.01,
7,chr19,108901,108903,2,14.63,14.63,4.395,6.30250065079627,6.30250065079627,1.734994698995083
8,chr19,110201,110203,2,14.34,14.34,4.37,6.176493056805253,6.176493056805253,1.7143398392013063
9,chr19,140501,140503,2,15.89,15.89,4.94,6.003757628933244,6.003757628933244,1.6855361777638413
10,chr19,182901,183003,102,0.0,0.0,5.29,-4.01,-4.01,
11,chr19,210001,210003,2,0.0,0.0,5.11,-4.01,-4.01,
12,chr19,246601,246603,2,0.0,0.0,4.69,-4.01,-4.01,
13,chr19,290901,291603,702,0.0,0.0,4.36,-4.01,-4.01,
14,chr19,344301,344803,502,0.0,0.0,4.02,-4.009999999999999,-4.01,
15,chr19,373501,373503,2,0.0,0.0,3.88,-4.01,-4.01,
16,chr19,376801,377403,602,0.0,0.0,3.8314285714285714,-4.009999999999999,-4.01,
17,chr19,381201,382603,1402,15.726363636363637,22.67,3.791363636363636,8.484353633184886,13.366727763956261,2.052396379245287
18,chr19,404001,404903,902,0.0,0.0,3.7344999999999997,-4.01,-4.01,
19,chr19,407501,407503,2,0.0,0.0,3.7350000000000003,-4.01,-4.01,
20,chr19,409101,409103,2,0.0,0.0,3.705,-4.01,-4.01,
21,chr19,434301,434403,102,13.155000000000001,13.26,3.65,7.03569200106119,7.112298418341755,1.8496428793985098
22,chr19,438801,438803,2,0.0,0.0,3.65,-4.01,-4.01,
23,chr19,460301,461203,902,0.0,0.0,3.53,-4.01,-4.01,
24,chr19,482101,482103,2,11.22,11.22,3.4050000000000002,6.2129484001564075,6.2129484001564075,1.7203459725967216
25,chr19,488901,489203,302,0.0,0.0,3.3766666666666665,-4.01,-4.01,
26,chr19,524801,525003,202,11.100000000000001,11.64,3.2075,6.653288476533149,7.0944338154690305,1.7910385061477858
27,chr19,525801,525903,102,0.0,0.0,3.22,-4.01,-4.01,
28,chr19,531301,531803,502,0.0,0.0,3.2325,-4.009999999999999,-4.01,
29,chr19,548701,548703,2,0.0,0.0,3.255,-4.01,-4.01,
30,chr19,565601,565603,2,0.0,0.0,3.25,-4.01,-4.01,
31,chr19,570601,570803,202,0.0,0.0,3.26,-4.01,-4.01,
32,chr19,572701,572703,2,0.0,0.0,3.27,-4.01,-4.01,
33,chr19,604101,604303,202,0.0,0.0,3.28,-4.01,-4.01,
