,chr,start,end,size,mean_cov,max_cov,mean_rm,mean_zscore,max_zscore,log2_ratio
0,chr1,1,9803,9802,0.0,0.0,4.809949494949495,-4.009999999999998,-4.01,
1,chr1,10001,10403,402,65.574,120.65,4.793000000000001,35.19722115043894,67.07294687877044,3.7741230565661317
2,chr1,10601,10903,302,0.0,0.0,4.78875,-4.01,-4.01,
3,chr1,29401,29403,2,0.0,0.0,4.59,-4.01,-4.01,
4,chr1,51701,51703,2,0.0,0.0,4.38,-4.01,-4.01,
5,chr1,59601,59603,2,15.25,15.25,4.41,6.869334810932323,6.869334810932323,1.7899586817800903
6,chr1,66301,66403,102,0.0,0.0,4.43,-4.01,-4.01,
7,chr1,77501,77903,402,0.0,0.0,4.305,-4.01,-4.01,
8,chr1,79001,79703,702,0.0,0.0,4.31,-4.01,-4.01,
9,chr1,81101,81103,2,0.0,0.0,4.31,-4.01,-4.01,
10,chr1,84301,84403,102,0.0,0.0,4.2775,-4.01,-4.01,
11,chr1,91301,91403,102,0.0,0.0,4.145,-4.01,-4.01,
12,chr1,94901,94903,2,0.0,0.0,4.05,-4.01,-4.01,
13,chr1,96901,96903,2,13.67,13.67,4.0,6.7569893233920055,6.7569893233920055,1.7729413378313352
14,chr1,100201,100203,2,12.34,12.34,3.92,6.010213020291279,6.010213020291279,1.6544168350342097
15,chr1,103801,103803,2,0.0,0.0,3.86,-4.01,-4.01,
16,chr1,106501,106503,2,0.0,0.0,3.795,-4.01,-4.01,
17,chr1,159201,159203,2,12.21,12.21,3.81,6.167483915389556,6.167483915389556,1.680200297494081
18,chr1,176301,176303,2,0.0,0.0,3.64,-4.01,-4.01,
19,chr1,178801,178803,2,11.33,11.33,3.59,6.032459634160853,6.032459634160853,1.6580921119974645
20,chr1,181101,181403,302,0.0,0.0,3.5225,-4.01,-4.01,
21,chr1,182001,182203,202,12.075,12.33,3.4725,6.922880117613085,7.133269133624402,1.7979765897417428
22,chr1,186901,186903,2,11.33,11.33,3.32,6.743553824998291,6.743553824998291,1.7708927144735909
23,chr1,189501,189503,2,10.47,10.47,3.25,6.2140680870588865,6.2140680870588865,1.6877498190149918
24,chr1,197901,197903,2,12.57,12.57,3.04,8.74449438750782,8.74449438750782,2.0478414209769222
25,chr1,199201,199203,2,10.31,10.31,3.01,6.778458784610532,6.778458784610532,1.7762089406084065
26,chr1,201901,202203,302,10.486666666666666,11.29,2.9500000000000006,7.137392096683231,7.891858249245193,1.8297693104453265
27,chr1,207701,257503,49802,0.0,0.0,2.5936072144288578,-4.009999999999999,-4.01,
28,chr1,258001,259303,1302,8.793333333333335,11.82,2.3911111111111114,7.4791683936969315,11.01941076721305,1.8787289874160769
29,chr1,259901,259903,2,0.0,0.0,2.435,-4.01,-4.01,
30,chr1,260501,278303,17802,10.399869281045753,25.77,2.5072549019607844,8.814000669858638,26.194332326622146,2.0523848134102547
31,chr1,280001,280303,302,13.01,14.08,2.77,10.301217884939948,11.371430331827241,2.231663080668607
32,chr1,282801,285703,2902,10.052916666666667,17.77,2.773958333333333,7.321140794502997,14.934754171416438,1.8575961105363041
