,chr,start,end,size,mean_cov,max_cov,mean_rm,mean_zscore,max_zscore,log2_ratio
0,chr10,1,9803,9802,0.0,0.0,4.163181818181818,-4.009999999999998,-4.01,
1,chr10,10001,10303,302,34.93,54.64,4.175,21.059690811709707,34.57634155937085,3.0646185400334502
2,chr10,11601,11603,2,0.0,0.0,4.15,-4.01,-4.01,
3,chr10,134801,135903,1102,0.0,0.0,5.3374999999999995,-4.009999999999999,-4.01,
4,chr10,295501,295503,2,21.76,21.76,5.05,9.503054750957745,9.503054750957745,2.1073232636111823
5,chr10,321901,322303,402,0.0,0.0,5.02,-4.01,-4.01,
6,chr10,358601,358703,102,0.0,0.0,4.94,-4.01,-4.01,
7,chr10,402401,403203,802,0.0,0.0,4.83,-4.01,-4.01,
8,chr10,429301,429403,102,0.0,0.0,4.8025,-4.01,-4.01,
9,chr10,516401,516703,302,0.0,0.0,4.74,-4.01,-4.01,
10,chr10,556201,556203,2,0.0,0.0,4.72,-4.01,-4.01,
11,chr10,557701,557803,102,0.0,0.0,4.7125,-4.01,-4.01,
12,chr10,608601,608603,2,0.0,0.0,4.645,-4.01,-4.01,
13,chr10,640601,640603,2,0.0,0.0,4.65,-4.01,-4.01,
14,chr10,679001,679003,2,0.0,0.0,4.63,-4.01,-4.01,
15,chr10,689101,689903,802,0.0,0.0,4.620555555555556,-4.01,-4.01,
16,chr10,692001,692003,2,0.0,0.0,4.615,-4.01,-4.01,
17,chr10,744201,744303,102,0.0,0.0,4.77,-4.01,-4.01,
18,chr10,784101,784403,302,0.0,0.0,4.8325,-4.01,-4.01,
19,chr10,1047001,1047103,102,0.0,0.0,4.915,-4.01,-4.01,
20,chr10,1235501,1235703,202,0.0,0.0,4.76,-4.01,-4.01,
21,chr10,1236601,1236903,302,21.45,26.74,4.76,10.064835970089604,13.227748650756867,2.1719441690789645
22,chr10,1237101,1237103,2,0.0,0.0,4.76,-4.01,-4.01,
23,chr10,1246601,1246603,2,14.84,14.84,4.765,6.103379389658332,6.103379389658332,1.6389429727108615
24,chr10,1285901,1286003,102,0.0,0.0,4.82,-4.01,-4.01,
25,chr10,1363101,1363703,602,0.0,0.0,4.89,-4.009999999999999,-4.01,
26,chr10,1542101,1542103,2,0.0,0.0,4.88,-4.01,-4.01,
27,chr10,1699701,1699803,102,0.0,0.0,5.06,-4.01,-4.01,
28,chr10,1701301,1701303,2,0.0,0.0,5.06,-4.01,-4.01,
29,chr10,1842801,1842803,2,0.0,0.0,5.09,-4.01,-4.01,
30,chr10,2241901,2241903,2,0.0,0.0,5.1850000000000005,-4.01,-4.01,
31,chr10,2337501,2337503,2,0.0,0.0,5.17,-4.01,-4.01,
32,chr10,2392301,2392303,2,17.31,17.31,5.2,6.713767468910348,6.713767468910348,1.735022196338184
33,chr10,2511301,2511303,2,0.0,0.0,5.1,-4.01,-4.01,
34,chr10,2522001,2522003,2,18.31,18.31,5.07,7.518035749345535,7.518035749345535,1.8525741387939965
35,chr10,2522301,2522303,2,0.0,0.0,5.07,-4.01,-4.01,
36,chr10,2522501,2522503,2,30.75,30.75,5.07,14.501178243579513,14.501178243579513,2.600528758110624
37,chr10,2806901,2806903,2,0.0,0.0,5.1,-4.01,-4.01,
38,chr10,3053601,3053603,2,0.0,0.0,4.71,-4.01,-4.01,
39,chr10,3069001,3069003,2,0.0,0.0,4.75,-4.01,-4.01,
40,chr10,3084901,3085603,702,0.0,0.0,4.7,-4.01,-4.01,
41,chr10,3106901,3106903,2,0.0,0.0,4.695,-4.01,-4.01,
42,chr10,3314601,3314603,2,16.69,16.69,4.97,6.797163754430728,6.797163754430728,1.7476661978003127
43,chr10,3411201,3411303,102,28.11,39.29,5.12,12.865129157313756,19.07968830283204,2.456867738380343
44,chr10,3431101,3431103,2,16.6,16.6,5.12,6.467134902849047,6.467134902849047,1.6969675262342871
45,chr10,3480201,3480203,2,0.0,0.0,5.17,-4.01,-4.01,
46,chr10,3785201,3785603,402,0.0,0.0,5.07,-4.01,-4.01,
47,chr10,3849101,3849103,2,0.0,0.0,5.025,-4.01,-4.01,
48,chr10,4247901,4249303,1402,0.0,0.0,5.324,-4.009999999999999,-4.01,
49,chr10,4449101,4449103,2,0.0,0.0,5.36,-4.01,-4.01,
50,chr10,4914701,4915203,502,0.0,0.0,5.19,-4.009999999999999,-4.01,
51,chr10,5335601,5335603,2,0.0,0.0,5.27,-4.01,-4.01,
52,chr10,5616401,5616403,2,0.0,0.0,4.75,-4.01,-4.01,
53,chr10,5662401,5662403,2,0.0,0.0,4.84,-4.01,-4.01,
54,chr10,5666501,5666503,2,0.0,0.0,4.84,-4.01,-4.01,
55,chr10,5685001,5685303,302,0.0,0.0,4.94,-4.01,-4.01,
56,chr10,5794201,5794203,2,0.0,0.0,5.23,-4.01,-4.01,
57,chr10,5977301,5977303,2,0.0,0.0,5.095,-4.01,-4.01,
58,chr10,6055601,6055803,202,0.0,0.0,5.008333333333333,-4.01,-4.01,
59,chr10,6089001,6089103,102,0.0,0.0,4.9125,-4.01,-4.01,
60,chr10,6110301,6110303,2,16.21,16.21,4.895,6.664520550770971,6.664520550770971,1.7275033259138466
61,chr10,6144801,6145203,402,0.0,0.0,4.833,-4.01,-4.01,
62,chr10,6163801,6163803,2,0.0,0.0,4.825,-4.01,-4.01,
63,chr10,6201501,6201503,2,0.0,0.0,4.84,-4.01,-4.01,
64,chr10,6210601,6210703,102,0.0,0.0,4.8375,-4.01,-4.01,
65,chr10,6580301,6580303,2,0.0,0.0,5.35,-4.01,-4.01,
66,chr10,6667001,6667103,102,0.0,0.0,5.32,-4.01,-4.01,
67,chr10,6778901,6778903,2,0.0,0.0,5.23,-4.01,-4.01,
68,chr10,6795201,6795203,2,0.0,0.0,5.215,-4.01,-4.01,
69,chr10,6816601,6816603,2,34.81,34.81,5.175,16.38376954795147,16.38376954795147,2.7498710463369953
70,chr10,6835301,6835303,2,0.0,0.0,5.14,-4.01,-4.01,
71,chr10,6837601,6837603,2,0.0,0.0,5.14,-4.01,-4.01,
72,chr10,6894501,6894603,102,19.244999999999997,20.86,5.1225000000000005,7.931738839452345,8.823802890556196,1.9095636867995918
73,chr10,6923901,6923903,2,0.0,0.0,5.16,-4.01,-4.01,
74,chr10,7407001,7407103,102,0.0,0.0,4.99,-4.01,-4.01,
75,chr10,7526801,7526803,2,20.66,20.66,4.97,9.070546717962594,9.070546717962594,2.0555224973027735
76,chr10,7667001,7667503,502,0.0,0.0,5.1000000000000005,-4.009999999999999,-4.01,
77,chr10,7737501,7738003,502,0.0,0.0,5.170000000000001,-4.009999999999999,-4.01,
78,chr10,7751901,7751903,2,0.0,0.0,5.17,-4.01,-4.01,
79,chr10,8009101,8009303,202,0.0,0.0,4.96,-4.01,-4.01,
80,chr10,8141501,8141603,102,0.0,0.0,4.93,-4.01,-4.01,
81,chr10,8381601,8381803,202,0.0,0.0,5.16,-4.01,-4.01,
82,chr10,8740201,8740203,2,0.0,0.0,5.3,-4.01,-4.01,
83,chr10,8869001,8869003,2,0.0,0.0,5.26,-4.01,-4.01,
84,chr10,9139701,9139703,2,0.0,0.0,5.38,-4.01,-4.01,
85,chr10,9388101,9388203,102,0.0,0.0,5.23,-4.01,-4.01,
86,chr10,9477901,9478003,102,0.0,0.0,5.225,-4.01,-4.01,
87,chr10,9655101,9655103,2,0.0,0.0,5.34,-4.01,-4.01,
88,chr10,10266501,10266503,2,0.0,0.0,5.42,-4.01,-4.01,
89,chr10,10349101,10349103,2,0.0,0.0,5.46,-4.01,-4.01,
90,chr10,10451601,10451603,2,0.0,0.0,5.43,-4.01,-4.01,
91,chr10,10484201,10484203,2,0.0,0.0,5.47,-4.01,-4.01,
92,chr10,11017901,11018603,702,0.0,0.0,5.406875,-4.01,-4.01,
93,chr10,11284401,11284403,2,22.0,22.0,5.12,9.468800321972369,9.468800321972369,2.103287808412022
94,chr10,11301401,11301503,102,0.0,0.0,5.17,-4.01,-4.01,
95,chr10,11366201,11366203,2,0.0,0.0,5.11,-4.01,-4.01,
96,chr10,11483601,11483603,2,0.0,0.0,5.22,-4.01,-4.01,
97,chr10,11611301,11611703,402,0.0,0.0,4.989,-4.01,-4.01,
98,chr10,11711201,11711203,2,0.0,0.0,4.88,-4.01,-4.01,
99,chr10,11742301,11742503,202,0.0,0.0,4.86,-4.01,-4.01,
100,chr10,11823301,11823503,202,0.0,0.0,4.91,-4.01,-4.01,
101,chr10,11869901,11870203,302,0.0,0.0,5.01,-4.01,-4.01,
102,chr10,12010501,12010503,2,17.58,17.58,4.87,7.513528845215575,7.513528845215575,1.8519413930610618
103,chr10,12129501,12129703,202,0.0,0.0,4.86,-4.01,-4.01,
104,chr10,12188001,12188003,2,0.0,0.0,4.82,-4.01,-4.01,
105,chr10,12227301,12227303,2,0.0,0.0,4.805,-4.01,-4.01,
106,chr10,12349101,12349903,802,0.0,0.0,4.83,-4.01,-4.01,
107,chr10,12413501,12413503,2,25.9,25.9,4.94,12.161252344343893,12.161252344343893,2.3903691509892386
108,chr10,12521001,12521003,2,0.0,0.0,5.08,-4.01,-4.01,
109,chr10,12522901,12522903,2,0.0,0.0,5.08,-4.01,-4.01,
110,chr10,12554201,12554403,202,0.0,0.0,5.118333333333333,-4.01,-4.01,
111,chr10,12568201,12568303,102,0.0,0.0,5.1,-4.01,-4.01,
